SHEETS ['Point System', 'Spot the Fraud', 'Fraud Detective', 'Lifeline Gate (LQ)', 'Change Log']

=== Point System rows=58 cols=9 ===
Bureau Fraud Arena - Leaderboard & Point System |  |  |  |  |  |  |  | 
Three independent games. Each has its own board (Today / All Days) plus a Combined view summing a player's best run in each. |  |  |  |  |  |  |  | 
Game | Maximum Points | Leaderboard Key | Notes |  |  |  |  | 
Spot the Fraud | 100.0 | spot_the_fraud | 10 levels. Every correct answer banks points; a wrong answer or timeout ends the run and banks what you have. |  |  |  |  | 
Spoof the System | 100.0 | spoof_the_system | Three detector levels. Bank and walk away, or risk continuing. |  |  |  |  | 
Fraud Detective | 100.0 | fraud_detective | Five cases at 15 pts, plus 10 and 15 pt bonuses at the 3rd and 5th clear. |  |  |  |  | 
Combined (All) | 300.0 | combined | Sum of each player's best run across all three games. |  |  |  |  | 
CHECK: three games sum to | 300 |  | Must equal the Combined maximum of 300. |  |  |  |  | 
1. Spot the Fraud - level ladder (v5: uniform 4-option format, max 2 correct answers anywhere - original doc's points now apply unchanged) |  |  |  |  |  |  |  | 
Level | Format | Options | Select | Timer | Points | Near-Miss | Marker | Cumulative
1.0 | MCQ - single answer | 4.0 | 1.0 | 20s | 4.0 | - | - | 4
2.0 | MCQ - single answer | 4.0 | 1.0 | 20s | 5.0 | - | - | 9
3.0 | Spot the Fake (4 images) | 4.0 | 1.0 | 25s | 6.0 | - | - | 15
4.0 | MCQ - single answer | 4.0 | 1.0 | 25s | 7.0 | - | - | 22
5.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 35s | 8.0 | 4.0 | LEVEL UP | 30
6.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 35s | 10.0 | 5.0 | - | 40
7.0 | Spot the Fake grid (4 images, select 2) | 4.0 | 2.0 | 35s | 12.0 | 6.0 | - | 52
8.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 40s | 14.0 | 7.0 | LEVEL UP | 66
9.0 | Spot the Fake grid (4 images, select 2) | 4.0 | 2.0 | 40s | 16.0 | 8.0 | - | 82
10.0 | MCQ - multi (select 2) | 4.0 | 2.0 | 40s | 18.0 | 9.0 | - | 100
TOTAL |  |  |  |  | 100 | 39 |  | 
Scoring rules |  |  |  |  |  |  |  | 
· Correct answer - full points for that level. |  |  |  |  |  |  |  | 
· Wrong answer - run ends immediately, 0 pts for that level. Everything banked so far is recorded. |  |  |  |  |  |  |  | 
· Timeout - run ends immediately. Everything banked so far is recorded. |  |  |  |  |  |  |  | 
· Near miss (multi-select only) - exactly one wrong pick. Half the level's points, and the run ends. |  |  |  |  |  |  |  | 
· Skip - banks 0 pts for that level and moves on. |  |  |  |  |  |  |  | 
2. Spoof the System |  |  |  |  |  |  |  | 
Level | Outcome | Points This Level | Running Total | Tier | Prize Draw |  |  | 
1.0 | Beat Level 1 | 17.0 | 17.0 | Achiever | - |  |  | 
2.0 | Beat Level 2 | 33.0 | 50.0 | Achiever | TBD |  |  | 
3.0 | Beat Level 3 | 50.0 | 100.0 | Achiever | TBD |  |  | 
- | Caught with nothing banked | 0.0 | 0.0 | - | - |  |  | 
Beating all three levels banks 17 + 33 + 50 = 100. Getting caught ends the run; anything already banked is kept. |  |  |  |  |  |  |  | 
3. Fraud Detective |  |  |  |  |  |  |  | 
Component | Detail | Points |  |  |  |  |  | 
Main cases | 5 graph cases per run | 15 pts each |  |  |  |  |  | 
Case total | All 5 correct | 75 pts |  |  |  |  |  | 
Bonus | 3rd case cleared | 10 pts |  |  |  |  |  | 
Bonus | 5th case cleared | 15 pts |  |  |  |  |  | 
Maximum | Cases + bonus | 100 pts |  |  |  |  |  | 
One wrong accusation ends that case. Points from earlier cases carry forward. |  |  |  |  |  |  |  | 
4. Leaderboard |  |  |  |  |  |  |  | 
· Refreshes automatically every 10 seconds. |  |  |  |  |  |  |  | 
· Scope: Today (current booth day) or All Days (whole event). |  |  |  |  |  |  |  | 
· Game filter: All (combined), Spot, Spoof, Detect. |  |  |  |  |  |  |  | 
· Top 10 shown; a player's own row pins to the bottom if they are outside it. |  |  |  |  |  |  |  | 
· Rank 1 highlighted in violet; the top 3 scores shown in violet numerals. |  |  |  |  |  |  |  | 

=== Spot the Fraud rows=153 cols=22 ===
Spot the Fraud - 149 questions, uniform 4-option format, max 2 correct answers |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Every level uses 4 options (or 4 images); no level ever requires more than 2 correct picks. Correct options are shaded green; image levels show numbered tiles only, tell is a production note never shown in game. Reading time up to 30% over the timer is acceptable. About a third of each level is grounded in real, recent fraud news (News column); each level also has one well-known international fraud case (Intl column). No bank names are used anywhere. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Question ID | Level | Kind | Format | Timer (s) | Points | Near-Miss | Select N | Marker | News | Intl | Question | Opt 1 | Opt 2 | Opt 3 | Opt 4 | Correct Option(s) | Chars (Q+opts) | Read secs | Fits timer (+30% ok) | Visual tell (production note, not shown) | Product hook
SF-L03-14 | 3.0 | Image | Spot the Fake (4 images) | 25.0 | 6.0 | - | 1.0 | - | - | YES | Four signed cheques presented as 'proof' of a legendary Ponzi payout. One signature was forged. Which one? | Image 1 | Image 2 | Image 3 | Image 4 | 3 | 134.0 | 8.9 | YES | Fake: Image 3 - ink flow and pen pressure do not match the rest of the signature. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L04-01 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | 50 loan applications arrive in one hour, all from the same device. What does this suggest? | A viral referral campaign | One device farm, one ring | Applicants on office WiFi | A duplicate-submission bug | 2 | 191.0 | 12.7 | YES | - | Bureau's device intelligence links accounts like these across the network instantly.
SF-L04-02 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | Rings open accounts and wait months before using them. Why? | Older accounts earn interest | It defeats rules that only scrutinise new accounts | Old accounts cannot close | Age hides them from fraud teams | 2 | 193.0 | 12.9 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L04-03 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | 40 borrowers with perfect repayment histories max out and vanish in one fortnight. What is this? | A seasonal default spike | A co-ordinated bust-out | A collections failure | A pricing mistake | 2 | 181.0 | 12.1 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L04-04 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | What is a 'device farm'? | A store of fingerprints | A rack of phones faking many users | A cloud testing setup | A handset recycling plant | 2 | 127.0 | 8.5 | YES | - | Bureau's device intelligence links accounts like these across the network instantly.
SF-L04-05 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | What is the difference between a fake identity and a stolen identity? | Fake uses real people's data | Fake identity is partly invented | One is for credit only | No practical difference | 2 | 174.0 | 11.6 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L04-06 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | How does a bust-out ring avoid alerts before the cash-out? | It pays through many banks | It acts like a model customer | It bribes collections staff | It uses legal deferrals | 2 | 163.0 | 10.9 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L04-07 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | A ring uses 10 different addresses. How does the graph still link them? | Same postcode | Shared device or shared payout account | Address is the only link | It uses one lender's data | 2 | 171.0 | 11.4 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L04-08 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | What best signals an organised ring, not just bad luck? | Applications from ten states | Shared links plus a same-week exit | High defaults in one income band | The same declared income | 2 | 173.0 | 11.5 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L04-09 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | What is 'credit washing'? | Paying off real debts | Disputing bad marks off a file falsely | Removing expired accounts | Turning debit into credit | 2 | 134.0 | 8.9 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L04-10 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | Why do fraud rings route their final cash-out through crypto exchanges or gift-card purchases? | Better exchange rates | Hard to freeze or reverse | It is auto-reported, so safe | Gift cards avoid GST | 2 | 188.0 | 12.5 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L04-11 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | YES | - | A call-centre bust linked six accused to fraud worth over ₹50 lakh across several states. What does 'inter-state' tell you about how these rings operate? | They only target one city | They coordinate across state and jurisdiction lines | They only use one office | They work entirely alone | 2 | 277.0 | 18.5 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L04-12 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | YES | - | A fake recruitment racket collected bank accounts, debit cards and SIM cards from job seekers to route stolen funds. What was really being 'recruited'? | Genuine remote employees | Access to real people's bank accounts | Freelance designers | Delivery partners | 2 | 248.0 | 16.5 | YES | - | Bureau screens onboarding accounts for mule-like patterns before they are ever used.
SF-L04-13 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | YES | - | A cross-border scam operation ran fake call centres from two Indian cities targeting foreign victims. What made this hard to shut down quickly? | It used only cash | It spanned multiple jurisdictions and disguises | It had no phones | It only ran for one day | 2 | 246.0 | 16.4 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L04-14 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | YES | - | A romance contact on a matrimonial app slowly introduced 'guaranteed' crypto returns as the relationship deepened. What is this pattern usually called? | A dating app bug | A pig-butchering (romance-investment) scam | A verified match feature | A refund promotion | 2 | 251.0 | 16.7 | YES | - | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L04-15 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | Every application form in a cluster was filled in under 90 seconds. What does this suggest? | Experienced repeat applicants | A bot filling the forms | A shorter new form | People rushing to fix errors | 2 | 189.0 | 12.6 | YES | - | Bureau's device intelligence links accounts like these across the network instantly.
SF-L04-16 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | A ring opens 30 accounts and keeps each below ₹2 lakh for six months. On the same day, all 30 draw down to their credit limit and stop repaying. What indicator should you look for to track this? | Their credit checks | The synchronisation of account activation activities | Their declared incomes | Their addresses were close | 2 | 313.0 | 20.9 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L04-17 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | - | Two loan applications link only through a shared beneficiary account. How strong is this single link as evidence of a fraud ring? | Yes, always conclusive | Moderate alone but strong in combination | Weak, families share accounts | Irrelevant after approval | 2 | 245.0 | 16.3 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L04-18 | 4.0 | Text | MCQ - single answer | 25.0 | 7.0 | - | 1.0 | - | - | YES | A famous 2002 accounting fraud involved disguising everyday operating expenses as long-term investment. What was being hidden? | Marketing costs | Everyday operating expenses | Employee salaries | Office rent | 2 | 196.0 | 13.1 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L05-01 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | Pick the TWO signs an account is being used as a money mule. | Money arrives and leaves within minutes | A steady monthly salary credit | Most of the balance is emptied out fast | A long-standing SIP investment | 1, 3 | 198.0 | 13.2 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L05-02 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | Two loan applications share no personal details at all. Pick the TWO things that would still prove they are the same ring. | Same device used to apply | Same payout account | Applied in the same city | Same loan tenure chosen | 1, 2 | 213.0 | 14.2 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L05-03 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | Pick the TWO true things about how mule networks are organised. | Mules are recruited, not hacked | No single mule sees the whole chain | Every mule knows where the money ends up | Blocking one mule stops the whole ring | 1, 2 | 207.0 | 13.8 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L05-04 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | 300 payments of exactly ₹499 hit one shop within 10 minutes. Pick the TWO likely explanations. | A real flash sale | A fake merchant collecting stolen funds | Amounts kept just under a reporting limit | A scheduled maintenance job | 2, 3 | 218.0 | 14.5 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L05-05 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | Pick the TWO reasons rings prefer moving money through many small accounts instead of one big one. | Each transfer stays under the radar | It spreads the trail across many accounts | It earns more interest | Banks only watch overseas transfers | 1, 2 | 231.0 | 15.4 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L05-06 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | Pick the TWO warning signs of an account acting as a relay, not a real customer. | It only ever forwards money onward | It never makes a single purchase | It has a five-year-old address on file | It receives a monthly salary | 1, 2 | 212.0 | 14.1 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L05-07 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | Pick the TWO things a shared fraud-intelligence database can catch that one company alone cannot. | The same device applying at several places within days | One person's favourite colour | A thin credit file at just one lender | A pattern repeating across unrelated companies | 1, 4 | 263.0 | 17.5 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L05-08 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | - | Pick the TWO facts about India's 1930 cyber fraud helpline. | It is a 24x7 national helpline for financial cyber fraud | It can help freeze a fraudulent transfer if reported quickly | It only accepts complaints in English | It was launched only in 2026 | 1, 2 | 240.0 | 16.0 | YES | - | Bureau's network intelligence complements national fraud-reporting systems like 1930 and Chakshu.
SF-L05-09 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | YES | - | In a digital arrest scam, fraudsters keep the victim on a video call for hours. Pick the TWO real facts about this scam. | Digital arrest is a real legal power the police can use | No Indian law allows arrest over a video call | Victims are pressured to transfer money to 'clear their name' | A genuine court order is always shown on screen first | 2, 3 | 334.0 | 22.3 | YES | - | Bureau helps platforms flag impersonation and coercion patterns before money moves.
SF-L05-10 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | YES | - | AI voice-cloning scams have surged sharply in India. Pick the TWO facts behind why they work so well. | A few seconds of audio is enough to clone a voice | Cloned voices are always robotic and easy to spot | Panic makes people skip verifying who is calling | Banks automatically block cloned-voice calls | 1, 3 | 291.0 | 19.4 | YES | - | Bureau's liveness and voice-risk signals flag AI-generated calls and clones.
SF-L05-11 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | YES | - | SEBI introduced a verified badge for trading apps after a wave of fake investment app losses. Pick the TWO reasons this matters. | Fake apps showed fabricated profits to build trust | Verified apps guarantee you will never lose money | The badge shows the app belongs to a SEBI-registered entity | Every app on any store is automatically verified | 1, 3 | 334.0 | 22.3 | YES | - | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L05-12 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | YES | - | 'Task-based' job scams pay small amounts for clicks before asking for a bigger deposit. Pick the TWO true patterns. | Early small payouts are used to build trust | The bigger 'investment' step is where money is actually lost | These are always legitimate part-time jobs | Government portals cannot receive reports about them | 1, 2 | 312.0 | 20.8 | YES | - | Bureau screens onboarding accounts for mule-like patterns before they are ever used.
SF-L05-13 | 5.0 | Text | MCQ - multi (select 2) | 35.0 | 8.0 | 4.0 | 2.0 | LEVEL UP | - | YES | A famous blood-testing startup claimed its device could run hundreds of tests from a single drop of blood. Pick the TWO real facts about how this fraud unravelled. | The technology could not actually do what was claimed | Independent testing eventually exposed the false results | The company was a registered bank | Investors lost money only after a public apology | 1, 2 | 353.0 | 23.5 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L06-01 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | Select the TWO signals that only exist when you look across applications, and are invisible inside any single one. | Same device, unrelated people | A blurry selfie | Same payout account named | A mistyped PIN | 1, 3 | 197.0 | 13.1 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L06-02 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | Select the TWO statements that are true of mule networks. | Mules are recruited, not hacked | No mule sees the whole chain | Mule accounts are always brand new | Every mule knows the full truth | 1, 2 | 181.0 | 12.1 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L06-03 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | Select the TWO signals that would appear only in a cross-lender data consortium and are invisible to any individual lender acting alone. | Same applications at four different lenders in the same fortnight | Same device across all four lenders | A thin credit file | Income above the median | 1, 2 | 277.0 | 18.5 | YES | - | Bureau's graph engine surfaces exactly these hidden links, automatically.
SF-L06-04 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | A merchant account and three consumer accounts all pass KYC independently. Select the TWO signals that should trigger a joint review. | The merchant and all three consumers share an email domain registered last month | Disbursal account is the same as the beneficiary on two of the three loan applications | All in the same city | All chose UPI | 1, 2 | 332.0 | 22.1 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L06-05 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | An insurer and a lender compare notes on the same person. Pick the TWO red flags. | Declared income differs by 3x between the two forms | The selfie matches a known fake ID | Both used a mobile browser | Both live in the same city | 1, 2 | 218.0 | 14.5 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L06-06 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | Pick the TWO signs a brand-new account is being used as a money mule. | 95% of incoming money leaves within 30 minutes | The amount matches a recent theft report | The owner started a monthly SIP | The first salary credit lands after 45 days | 1, 2 | 229.0 | 15.3 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L06-07 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | Pick the TWO ways fake identities manage to build a credit file. | Riding along on someone else's real account | A real ID number paired with a false name | Bureaus flag them within a day | They never reach a credit bureau at all | 1, 2 | 217.0 | 14.5 | YES | - | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L06-08 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | - | Pick the TWO signs a shop and a shopper are working together to fake a transaction. | The refund lands in a third account | Both purchases were made on the same device | The shop sells electronics | A 6-month EMI was chosen | 1, 2 | 211.0 | 14.1 | YES | - | Bureau's transaction-graph scoring flags mule-like flow patterns in real time.
SF-L06-09 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | YES | - | Pick the TWO facts about the deepfake fraud wave hitting companies. | A cloned voice or video can be made from just seconds of audio | All deepfakes still look obviously fake on a phone screen | Executives have been tricked into approving transfers this way | Every company already verifies calls with a second channel | 1, 3 | 306.0 | 20.4 | YES | - | Bureau's liveness and voice-risk signals flag AI-generated calls and clones.
SF-L06-10 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | YES | - | Pick the TWO real patterns behind courier or customs-fee scams. | They target people who never ordered anything | Real customs duty is collected through UPI links on WhatsApp | A fake tracking link asks for card details | Genuine parcels are released for a small UPI fee | 1, 3 | 258.0 | 17.2 | YES | - | Bureau flags phishing infrastructure and suspicious payout links in real time.
SF-L06-11 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | YES | - | Pick the TWO true things about task-based ('gamified') job scams. | Victims are paid small amounts early to build trust | They have grown sharply in the last year | They only ever ask for bank OTPs | Legitimate part-time jobs never exist online | 1, 2 | 232.0 | 15.5 | YES | - | Bureau screens onboarding accounts for mule-like patterns before they are ever used.
SF-L06-12 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | YES | - | Pick the TWO facts about how AI romance-investment ('pig butchering') scams unfold. | Trust is built for weeks or months before money is mentioned | The 'investment platform' shown is usually fake | It always starts with a phone call from a bank | Losses are typically under ₹1,000 | 1, 2 | 269.0 | 17.9 | YES | - | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L06-13 | 6.0 | Text | MCQ - multi (select 2) | 35.0 | 10.0 | 5.0 | 2.0 | - | - | YES | A major cryptocurrency exchange collapsed in 2022. Pick the TWO real facts about what went wrong. | Customer funds were secretly used for other bets | It was fully insured against losses | Billions of dollars in customer money went missing | Regulators had already approved all its practices | 1, 3 | 279.0 | 18.6 | YES | - | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L07-01 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four selfies submitted for onboarding. TWO were made by AI. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 1, 3 | 98.0 | 6.5 | YES | Fake 1 and 3: merged teeth on one; mismatched ears and a floating earring on the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-02 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | YES | - | Four shop-front photos used to verify a new online seller. TWO were generated by AI. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 2, 4 | 123.0 | 8.2 | YES | Fake 2 and 4: signage is letter-shaped nonsense; shadows disagree with the light source. | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L07-03 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four Aadhaar cards. TWO were edited. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 1, 4 | 75.0 | 5.0 | YES | Fake 1 and 4: date sits off the line on one; name bolder and lamination creased on the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-04 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | YES | - | Four selfies. TWO are photos of a screen, not a live face. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 2, 3 | 97.0 | 6.5 | YES | Fake 2 and 3: screen reflection and banding on one; phone bezel visible at the edge of the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-05 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four storefront photos on a loan application. TWO were made by AI. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 1, 2 | 105.0 | 7.0 | YES | Fake 1 and 2: sign text is not real words; floor tiles break at the back of frame. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-06 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | YES | - | Four balance screenshots sent as 'proof of funds'. TWO are fake. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 3, 4 | 103.0 | 6.9 | YES | Fake 3 and 4: clock does not match the file time on one; wrong label case on the other. | Bureau verifies registered entities and flags unregistered apps and payout accounts.
SF-L07-07 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four faces used across different loan applications. TWO were made by AI. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 1, 3 | 111.0 | 7.4 | YES | Fake 1 and 3: hair dissolves into the background on one; iris is too evenly coloured on the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-08 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four PAN cards. TWO were altered. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 2, 4 | 72.0 | 4.8 | YES | Fake 2 and 4: photo sharper than the card stock on one; date spacing uneven on the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-09 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four driving licences. TWO are fake. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 1, 4 | 75.0 | 5.0 | YES | Fake 1 and 4: state code contradicts the card on one; card is undersized on the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-10 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | YES | - | Four frames from the same job 'interview' call. TWO are deepfakes. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 2, 3 | 105.0 | 7.0 | YES | Fake 2 and 3: halo at the jaw on one; blinks on a fixed loop on the other. | Bureau's liveness and voice-risk signals flag AI-generated calls and clones.
SF-L07-11 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four property valuation reports. TWO are fake. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 1, 2 | 85.0 | 5.7 | YES | Fake 1 and 2: registration number format is wrong on one; name does not match on the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-12 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | - | Four salary slips. TWO are fake. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 3, 4 | 71.0 | 4.7 | YES | Fake 3 and 4: net pay does not add up on one; ID number differs from the form on the other. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
SF-L07-13 | 7.0 | Image | Spot the Fake grid (4 images, select 2) | 35.0 | 12.0 | 6.0 | 2.0 | - | - | YES | Four 'audited' financial statements from a legendary corporate collapse. TWO figures were fabricated to hide losses. Find both. | Image 1 | Image 2 | Image 3 | Image 4 | 2, 4 | 155.0 | 10.3 | YES | Fake 2 and 4: a debt figure that does not tie to the balance sheet; a revenue line invented from a shell entity. | Bureau's document and face-liveness checks catch mismatches like this before onboarding completes.
